Area ID,median_income,poverty_percent,median_age,percent_married,birth_rate,pct_white,avgdeathsperyear
458,60946,7.4,43.6,63.2,9.935897436,95.56038497,12
459,62875,8.3,36.5,60.5,6.75,97.87137681,5
460,66734,8.2,36.8,53.9,6.137971127,92.31152874,137
461,53755,11.3,31.9,46.8,6.444608704,90.12553846,198
462,54057,9,50.8,66,7.1197411,96.19537275,13
463,51817,11.7,43.2,60.8,12.01143947,96.36188643,12
464,67344,8.3,51.7,64.5,14.4,95.67847882,4
465,72018,9.5,41.7,56.2,4.710632571,83.79022646,7
466,47596,10.7,48.3,51,8.208955224,93.29113924,10
467,44282,13.2,51.2,60.5,6.270627063,96.91019347,11
468,54593,8,46.9,60.2,6.307692308,97.59358289,10
469,53420,10.7,41,55.8,6.534090909,97.47530187,5
470,50435,16.7,29.4,45.7,5.407811283,88.99665115,99
471,39679,16.1,53.6,62.6,7.277628032,97.45977985,8
472,51192,9.5,51.8,65.1,7.692307692,96.82267067,11
473,50038,11.1,48.4,65.9,15.15711645,96.03204884,8
474,46923,14.1,47,72.3,6.976744186,96.83127572,4
475,53721,9.7,48.5,64.6,4.692082111,98.51689764,10
476,44696,11.9,51.8,62.2,4.361370717,97.99485861,4
477,48887,12.3,43.3,59.4,12.28389445,97.30101427,13
478,40258,13,53.4,62.2,4.662004662,96.73794853,8
479,81209,8.6,32.2,51.1,8.189655172,78.31513261,9
480,56616,10.1,47.1,64.2,6.094022055,91.08030896,22
481,74047,7.3,45.6,62.8,2.630005977,95.85312174,17
482,54637,9.2,38.9,57.2,5.95510765,92.4685182,56
483,66807,9.3,34.8,46.1,5.573419078,66.1082892,17
484,45040,10.8,52.8,58.5,10.42553191,96.29265092,13
485,62010,10.6,48.5,72.5,15.4340836,92.52336449,3
486,56298,8.9,47.2,60.2,8.209538702,94.85151263,22
487,39572,11.6,46.9,58.1,9.305373526,96.63253697,10
488,51097,12.3,42.5,48.5,2.600671141,87.25574961,27
489,56270,8.4,44.5,56.3,9.291187739,97.21254355,16
490,60957,7.7,39.9,60.2,4.896421846,98.32162373,6
491,57177,9.7,38.9,54.1,6.603510727,94.00012257,28
492,35630,31.6,30.3,38.8,6.726726727,20.06483653,26
493,58467,7.3,45.3,60.9,6.284916201,96.07640681,11
494,44990,16.1,52,63.2,4.95049505,98.27973074,4
495,33950,33.6,27,27.2,8.229665072,14.08675799,6
496,76672,7.6,35,55.8,10.50256729,92.62610032,43
497,59408,7.1,50.2,62.2,7.098765432,99.646286,4
498,53333,11.6,40.6,50.8,5.223193741,94.46289619,53
499,51961,10.9,48.5,65.9,16.4556962,89.97384481,7
500,58995,8.9,41.4,54.6,4.19412822,96.3724155,19
501,54366,13.1,37.7,54.8,5.87213091,77.39990221,99
502,49626,13,42.2,53.8,5.381477705,86.43149635,424
503,41450,18.1,38.8,54.4,5.95355245,84.04573359,98
504,36409,20.4,41.4,49.8,7.128810226,72.38268112,51
505,36176,22.7,41.4,53,5.180598555,70.83235197,60
506,37873,14.9,51.5,57.5,4.674318905,96.75194932,156
507,57408,11.9,35,59.9,5.82126689,87.92894987,375
508,39779,16.9,41.4,57.7,9.035846724,96.54014559,102
509,32734,27.4,40.6,51.6,5.141916907,60.59253971,33
510,39493,18,44.9,55.7,3.101503759,76.39656816,15
511,36964,17.9,44.2,56.1,6.345497034,94.36222182,66
512,29541,32.1,43.4,44.9,9.349593496,42.82568484,38
513,38504,21.5,34,43.1,3.697749196,73.33743572,46
514,35049,25,44.9,48.3,4.317548747,55.89399029,27
515,33826,19.9,43.8,52.3,8.81166615,96.37012987,54
516,40555,15.2,47.1,57,4.101603165,97.20353156,83
517,43201,16.6,42.4,58.2,3.533190578,86.70975323,18
518,37495,24.1,36,47.2,6.776379477,60.04850578,62
519,42348,18.3,40.7,54.2,5.789245447,85.40975841,47
520,42851,22.3,33.5,48.5,5.052358022,81.33203167,187
521,43466,16.6,38.8,58,5.975420257,90.93897778,134
522,35455,27.3,34.6,40.3,7.947176973,45.5681704,117
523,38597,22.3,40.1,53,3.788634098,74.87261693,51
524,34018,21,43.4,52.3,1.704199635,55.42704626,28
525,36620,24.9,41.1,45.5,2.570564516,53.5580375,63
526,33028,27.3,39.4,44.2,5.621925509,49.88286614,31
527,36801,24,37.5,50.7,4.350706714,68.09498399,42
528,51436,14.7,31.6,49,4.772020566,84.09626036,173
529,40404,17.5,40.4,55.1,7.574180115,94.81137356,48
530,33347,22.6,48,62.2,8.096280088,96.96498691,35
531,40621,18.7,44.1,50.9,3.943233157,85.25692596,292
532,46067,13.3,39.6,57.9,5.539429124,93.82408331,39
533,42572,16.3,38.3,53.1,5.73167141,96.22193536,94
534,33136,24.4,39.1,45.3,6.208291203,65.41905444,50
535,37831,18.7,40.9,52.7,3.906472769,85.80561892,83
536,35940,19.5,43.8,52.3,5.245114844,81.73893773,36
537,37336,18.8,38.6,48,5.693717277,67.66506824,37
538,41085,18.6,38.7,53.2,4.404237591,94.40625677,77
539,32744,22,48.1,56.7,4.812157028,96.96587537,42
540,32427,25.1,41,41.5,5.670985089,79.58742968,52
541,35927,26.8,38.5,40,4.806902219,41.5007886,175
542,34923,19.7,38.1,54.6,8.562113933,91.89355958,52
543,32225,27.5,45,41.5,3.516921035,60.88033012,22
544,34916,23,41.1,48.9,5.841924399,97.2987257,51
545,28006,39.3,40.6,34.4,12.36017897,42.7252659,29
546,37644,29,37.5,37.2,8.022922636,66.56947803,29
547,40418,17,41.3,56.7,4.221954162,93.97413678,38
548,37691,18.2,41.7,49.1,2.657444485,73.76572327,36
549,36391,21.1,42.8,50.7,8.799648892,93.16394709,66
550,54459,12.3,35.5,58.3,7.028310079,89.32537381,135
551,39158,18,41.8,62.2,3.234421365,94.86689594,39
552,33181,20.3,51.3,58.2,5.886450714,96.57917122,61
553,40877,20.8,37.8,45.7,7.403380449,71.41253551,104
554,33577,27.1,35.6,45.8,7.372578522,61.72878031,112
555,30682,28.1,45.2,42.7,9.781931464,55.91857902,28
556,34597,20.1,48.5,59.8,4.152249135,94.42209416,24
557,30935,25.1,41.8,52.5,5.091311566,67.18981008,25
558,46931,16.8,38.8,51,4.884815874,76.77658989,102
559,35895,20.1,47.7,56.7,3.53569046,95.36761053,24
560,34971,23,42.7,48.2,6.041591968,57.15141351,69
561,40556,17.3,43.1,54.3,2.85046729,93.67961165,29
562,28171,35.3,37.8,35.7,6.831119545,36.74169977,62
563,36893,20,41.4,56.9,8.52225021,89.2847479,27
564,35851,21.9,40.2,47.9,7.948482061,89.34737712,76
565,33127,22,43.1,51.3,6.71641791,92.74700452,57
566,39909,18.3,35.2,51.5,5.167133642,91.03931243,138
567,39896,18.7,45.4,56.5,7.01754386,86.12235182,25
568,45698,16.1,36.4,43.5,5.116648446,58.6265536,739
569,43057,16.7,42.2,51.1,3.673864003,79.55146573,140
570,37761,18.3,42.9,56.4,7.27081138,96.54704719,54
571,30489,33.4,37.5,37.4,6.906077348,43.44121412,59
572,55915,8.7,38.7,55.6,5.129672006,90.41314909,218
573,33202,23.7,41.3,56.8,3.421727973,89.48482061,30
574,31765,23.3,47,57.5,4.102564103,95.5304457,29
575,39907,22.1,36.9,50.3,6.387886081,81.4076827,258
576,37014,20.4,34.9,53.3,5.671792286,66.33657633,31
577,32101,21.6,47.2,53.9,6.62707096,95.69041337,56
578,30010,24.4,48.5,55.4,4.961659901,96.72314578,36
579,40841,23.1,39.7,50.8,5.453756912,64.66665026,116
580,32975,22,47.1,53.3,4.153846154,95.24761793,51
581,45589,19.3,31.2,49,5.272822665,78.68568419,303
582,42044,19.4,36.2,53.8,5.493655215,91.11873888,174
583,29969,25.1,43.9,42.1,5.860805861,69.85536302,22
584,37080,17.4,39.1,53.1,4.956760177,81.96473552,56
585,76996,12.5,37.1,47.8,5.014712267,44.70445424,2236
586,54610,12.9,50,52.2,3.698558778,86.51439384,105
587,42302,21.9,36.8,42.4,5.545831589,83.30547618,500
588,53321,13.7,50.7,55.5,2.851375221,92.05441508,116
589,48006,14.3,34,55.1,6.602564103,85.00654328,32
590,34679,18.8,45.1,44.7,2.504393673,67.35286116,33
591,80338,10.5,38.8,51.5,5.114550334,60.52598926,1744
592,41419,22.4,38.8,40.8,9.278553175,76.464661,60
593,70235,11.4,44.9,55.8,4.76817356,86.7100877,342
594,43338,27.5,31.4,44.2,6.004383506,59.623893,1260
595,43755,17.1,37.2,51.4,6.12741125,85.25812551,51
596,40581,21,37.4,41.4,5.240578994,81.32840618,273
597,38737,23.6,32.2,44.2,7.022539698,70.87584032,207
598,49267,14,45.7,46.8,4.535082715,82.73009307,40
599,47451,24.5,31.1,46.5,6.627706717,74.69748284,1078
600,38221,22.7,41.6,54.1,7.388908026,68.5770141,60
601,53572,12,40.9,51.7,5.247084953,93.63954894,121
602,37911,19.1,44.8,56.5,5.027932961,96.20092866,5
603,36734,19.2,50.8,55.9,4.703476483,95.96111082,57
604,43132,15.4,51.2,66.3,8.620689655,94.67592593,3
605,41539,12.6,52.1,55.3,3.238866397,95.69975538,17
606,36903,18,49.6,55.1,3.899721448,98.47207587,6
607,36449,17.3,619.2,46,3.333333333,98.44266163,12
608,44716,15.8,34.8,45.2,3.76216968,92.21995963,173
609,39827,19.1,48.5,58,7.611241218,95.80375783,14
610,42942,14.7,46.6,52.2,3.270009343,96.27578304,31
611,41595,15.7,47.9,60.8,9.448818898,87.20902328,10
612,39292,20.3,41.9,50.2,4.988123515,82.22687722,16
613,40072,20.2,45.4,43.3,6.109979633,92.30107527,16
614,42902,17.2,47.6,53.2,3.969171484,95.58337212,93
615,65738,8.2,38,55.9,9.156118143,94.61013295,21
616,37511,23.8,30.4,38.7,6.547122602,36.96712428,19
617,50751,20.5,36.9,53.8,4.558969277,61.01368691,15
618,32815,20.7,51.5,61.2,8.568548387,91.547682,29
619,52711,10.2,47.1,56.5,3.617945007,92.75482094,12
620,39882,19.5,40.6,44.8,4.512392241,94.65107528,79
621,60812,8.4,46.7,65.2,3.636363636,95.74720069,16
622,45000,12,46.1,62.4,9.191759113,95.95375723,10
623,46208,13.9,44.8,58.3,8.581138488,95.22555153,16
624,45207,17.2,41.7,52.6,6.557377049,90.81553398,11
625,46328,12.4,45.5,60.5,5.681818182,86.44582289,15
626,35875,19.5,46.5,57.7,5.066666667,96.02836879,5
627,43859,11.7,51.2,56.5,17.87709497,100,3
628,51653,12.3,38,50.2,5.116068139,90.6911225,300
629,48658,12.5,37.8,51.9,5.432887856,94.92716748,63
630,50919,14,46.5,66,8.048993876,98.18069689,16
631,52914,10.3,45.6,60.5,4.356636272,99.27414852,15
632,55465,11.4,40.8,61.1,6.383909051,92.72325376,23
633,39964,13.9,50.8,64.7,9.17721519,97.00833742,5
634,42348,12.8,47.6,64,0.363636364,97.46588694,9
635,51550,12.5,32.5,50.8,4.894004637,93.25868468,75
636,49345,10.6,47.4,60.7,7.352941176,95.66721829,24
637,54240,9.2,44.7,60.8,11.30834977,96.82655039,21
638,66522,6.9,498,62,7.938902508,96.81388013,59
639,54421,10.4,44.8,64.4,6.343283582,98.67435159,19
640,52749,9.3,44.9,66.5,7.489597781,98.07544265,11
641,43564,13.3,43.9,68,4.047619048,91.55979203,14
642,55964,9,39.9,55.1,11.69354839,96.14964771,16
643,55758,11.3,43.2,61.2,8.012820513,96.77217173,14
644,50758,10.3,34.2,56.8,6.487488415,91.21839954,19
645,56047,9.1,43.6,61.3,7.272727273,96.00132188,19
646,45644,13.4,43.8,62.4,7.021791768,97.35234216,29
647,50289,14.8,33.7,57.1,9.833738848,68.51139533,36
648,40667,18.8,33.7,48.7,7.437661221,89.30604203,19
649,47366,13.7,36.2,56.6,8.05433327,89.22265154,40
650,44109,11.8,47.1,55.3,2.873563218,95.94039054,4
651,52601,10.7,41.9,58.1,7.055749129,95.56767815,15
652,50043,12.9,39.4,55.8,7.218949743,95.82573179,94
653,52842,14,34,47.6,5.925782154,78.9999163,879
654,45624,13.8,46.2,62.3,5.83090379,98.51116625,6
655,54556,10.1,47.5,57.5,6.001846722,97.1915043,15
656,44794,13.6,49.9,64,8.058608059,98.13204509,7
657,48543,13.7,44.4,59.5,3.646833013,98.25106879,5
658,44461,12.7,46.8,60.2,5.315614618,96.95109474,13
659,50861,11,44.6,57.8,6.416861827,96.66330553,57
660,38645,15.6,52.3,62.9,4.705882353,97.36697751,5
661,40436,11.8,51.4,57,3.095975232,97.98241076,6
662,55319,9.1,46.7,64.9,1.38121547,97.01417004,6
663,43858,12.7,46,59.7,6.637168142,98.34410339,7
664,48499,14.7,35.8,52,8.958855626,92.75233583,108
665,62191,6.9,42.9,62.7,3.387978142,96.62637363,20
666,46744,11.4,49.5,62.4,5.410122164,97.36842105,14
667,40496,13.8,48.2,57.3,9.807692308,99.27058006,9
668,46667,12.5,45.5,63.9,8.200103146,97.41296403,26
669,51040,11.5,43.3,58.8,10.27070064,98.06207657,14
670,44947,11.5,45.5,58.4,5.139186296,97.1747612,27
671,48511,13.9,42.3,48.5,4.337050805,87.38145926,14
672,56791,9.6,40.8,61.2,12.76119403,98.12185066,13
673,45192,12,49.1,59.5,2.702702703,96.47679843,21
674,45771,11.7,45.7,59.4,9.93485342,96.34408602,13
675,42745,14.9,47.6,61.4,6.866666667,87.52921926,25
676,52011,14,32.9,47.4,6.17570233,87.33964037,422
677,49770,14.5,40.1,55.2,5.843469064,95.6346111,78
678,51836,13.7,37.5,53.7,7.123638693,92.15630429,69
679,50893,10.4,43.8,60.9,4.215304799,96.33487654,18
680,46961,14,41.3,53.6,5.760869565,96.12228149,9
681,48535,11.7,45.9,57.5,7.391304348,99.61527892,9
682,49162,13.6,39.1,52.2,8.91959799,96.19140625,18
683,43249,13.4,49.2,60.7,7.142857143,97.97312685,14
684,51527,10,41.8,55.9,8.147459727,96.5029668,34
685,42977,12.2,49.1,62.2,1.111111111,99.08290536,9
686,56080,10.4,44.1,65.5,6.593406593,98.8372093,7
687,54137,9.5,42,60.3,2.548476454,97.08116319,23
688,53489,10,41.3,64.3,9.160305344,97.99554566,16
689,61768,8.4,38,57.2,5.33869116,95.4904724,60
690,58162,8,45.4,61.8,7.071713147,96.47125783,16
691,43842,11.7,41.8,59.4,2.843394576,97.17705098,29
692,44282,14.4,47,59.7,6.961613533,93.29350079,29
693,46051,15,52,59.4,3.361344538,95.64596717,4
694,51805,10.1,36.6,52,3.0621435,91.62256267,31
695,74008,5.3,33.7,59.5,7.30321114,88.76187999,213
696,61961,8.2,41.4,60.4,6.021555764,97.25051403,47
697,47194,15.6,38.8,51.8,6.311958841,93.29135318,78
698,48195,19.9,34.2,40.5,5.788303646,62.43709245,1119
699,37417,19.9,45.3,56.1,4.422498927,94.10405614,38
700,38595,20.1,41,50.1,6.303030303,94.78936863,48
701,45914,14.3,39.9,52.5,4.968421053,92.29077508,110
702,43425,19.6,40.3,51.7,6.483677849,82.04656541,84
703,56573,14.7,43.7,56.4,5.28264626,69.61920956,85
704,30299,28.1,44.2,53,5.124835742,97.90864982,55
705,43851,16.5,41.5,52.7,5.292111343,90.12105596,101
706,37498,19.5,40.4,50.2,4.845775592,78.91551682,138
707,41326,16.9,42.9,52.4,4.447587616,86.09969256,78
708,35704,21.9,43.6,57.9,3.497356649,97.29943702,60
709,36740,17.7,43.7,53,3.90120498,95.30010499,183
710,28086,26.1,42.6,48.4,5.094207955,81.92842354,40
711,37410,23.4,39.9,51.3,5.325701036,88.56807251,156
712,48380,15.9,39.3,48,5.342350159,75.1445618,713
713,27323,29.5,44.2,51.7,8.014184397,97.41041855,21
714,35321,25.3,39.8,41.1,4.627249357,56.16120062,68
715,36285,21.7,44.8,51.2,4.906586148,94.11969112,70
716,39506,19.6,43.4,52.7,4.203166439,96.21874724,157
717,35470,24.7,39.9,43,4.488542405,46.15848312,41
718,39303,19.1,40.7,51.5,4.405016825,89.0265234,69
719,37151,20.5,44.9,55.2,4.382650748,89.49456134,105
720,37443,20.2,40.7,49.1,6.558627264,92.14676934,61
721,39753,19.1,43.2,56.7,3.771361226,94.31845597,25
722,42837,17.6,42.2,54.8,5.078225186,95.09868421,55
723,35379,23.4,45.8,50.8,3.981937603,96.72929715,32
724,41235,17.8,42.3,53.4,4.075765263,94.76281196,124
725,31330,26.4,44.5,53.3,5.253623188,93.40067714,52
726,47199,17.7,37.3,49,4.759828048,85.65156139,871
727,28524,41.9,40.3,32.9,4.662698413,68.73943021,22
728,33595,24.8,37.1,41,5.484147386,61.85875232,63
729,34614,21.8,39.9,55.2,7.666385847,95.08122957,99
730,36255,20.3,43.5,57.3,4.558176729,94.26490288,34
731,41802,16.5,42.9,51.9,6.664803689,89.26378539,85
732,53945,13.6,46.5,61.4,4.243210863,95.71363157,132
733,39528,17.4,42.7,52.1,4.451140766,92.57608654,137
734,34882,23.5,42.6,53,3.799063738,91.72508907,74
735,36886,19.3,39.6,56.5,4.994346023,96.34462458,55
736,43113,20.9,37.6,45.8,5.831783426,59.87126212,193
737,40766,20.6,43.1,53.9,2.19816273,93.53847241,80
738,42839,15.5,39.4,53.2,3.440273038,89.36743798,76
739,51303,15.5,38.6,50.8,5.317306713,84.05855701,172
740,34801,20.8,44.3,55.7,5.090180361,96.24445203,35
741,37392,20.6,43,60.4,6.564217382,95.05000773,119
742,50935,13.9,30.3,54.2,6.724977636,71.70072051,241
743,50358,12.5,45.5,57.4,0.702028081,94.36309243,13
744,36390,23.4,40.8,51.7,3.724928367,94.15435441,48
745,40683,20.8,42.1,52.1,4.063986165,86.26361271,91
746,35884,18.9,42.2,61.3,3.83125269,97.67873303,66
747,33776,23.6,43.7,52.3,9.322033898,94.90081384,22
748,31996,19.2,49.4,66.7,8.686210641,97.68491269,14
749,36643,20.3,44,56.9,1.62069946,96.73398454,56
750,37693,20.8,36.1,48.3,3.640481715,94.21758569,159
751,37952,22,40.5,50.9,6.638495093,94.52367722,77
752,43269,18,46.1,54.7,3.126436782,94.42647004,159
753,52640,13.4,38.6,57,5.976467659,87.66054638,128
754,53799,14.7,32.9,51,4.947730667,79.74433568,365
755,31397,24.5,38.6,50.2,5.677867903,98.26248696,63
756,44111,18.7,41.9,56.2,3.240589198,89.67242325,40
757,39905,17.7,42.2,54.1,6.406013616,94.51808966,210
758,44015,23,34.9,38.7,6.405574323,40.1648627,1757
759,43659,15,41.6,59.1,3.646563815,95.5215301,48
760,41590,17.5,43.2,57.4,2.998236332,93.50444076,39
761,38840,18.5,44.3,53.9,4.794040316,94.64440645,423
762,58291,11.3,39.4,55.6,5.056955471,88.66663129,285
763,52339,15.4,37,51.9,6.760732914,78.18529688,123
764,40251,17.5,40.2,49.2,9.777777778,85.89548453,19
765,37632,20.1,45.7,52.8,6.395035078,97.03912779,56
766,37453,22.6,41,55.8,3.464419476,98.02052786,49
767,34884,20.6,45.8,51.8,4.545454545,97.05146533,14
768,36942,19,39.7,50.2,6.99356005,91.94302137,102
769,43212,16.7,39.8,50.8,4.081698817,92.13913515,267
770,33573,23.3,42.2,49.9,6.408629442,91.99266142,44
771,36205,21.5,36.9,49,5.005740528,88.39750109,87
772,35400,21.9,42.5,53.9,5.225066196,95.80984306,72
773,97936,5.6,38.9,66,4.474464442,89.77218033,232
774,60955,10.1,40.1,56.6,4.280356467,88.27555229,219
775,42471,20.4,38.9,44.5,7.105682422,74.17594751,156
776,66878,10.7,31.3,58.1,10.78180889,92.33979136,25
777,42128,17.9,36.4,50,5.728131815,78.43711538,163
778,44551,17.5,49,55,8.072153326,88.6629343,76
779,58867,9.4,44.1,62,3.583061889,94.08816494,16
780,55177,11,45.1,61.1,2.949061662,90.11837365,6
781,52785,16.9,35.5,52.1,5.556068297,91.7194474,81
782,58792,11.2,40.6,59.6,4.630829016,84.75732189,58
783,36821,19.9,34.9,57.9,2.595628415,84.90036486,9
784,50107,13.5,51.5,57.5,6.419479801,93.48432391,45
785,52886,14.7,38.7,52.8,4.583083383,81.05213911,140
786,36027,18.3,48.5,56.5,6.068601583,93.10915105,13
787,40680,24.9,35.3,39.9,8.618283322,82.20704859,45
788,51048,14.2,30.2,52.8,5.835105126,64.71609399,430
789,50699,18.3,33.1,45,5.991129949,77.71456838,2451
790,57177,12,48.6,61.9,3.865213082,92.84715098,24
791,44397,15,46,57.8,3.008595989,94.16838239,55
792,41883,20.1,37.7,46.6,7.433542774,69.25339488,200
793,73788,9.9,35.5,54.5,6.533051164,74.69863538,464
794,41641,26.4,25.2,37.4,4.690848607,73.92520132,193
795,40179,13.8,42.1,45.9,1.812688822,93.22144017,19
796,27875,32.4,31.7,32.8,6.831489915,84.90513779,16
797,41316,17.5,41,52.5,2.5472273,91.55763487,97
798,33134,27.4,42.3,43.4,7.939133311,55.59848322,44
799,51138,14.3,34.7,49,5.823193854,72.2267692,206
800,39812,24.1,36.6,39.3,5.272379222,47.84919644,577
801,45979,18.4,36.1,47.3,6.064227035,70.80255453,396
802,36350,23.3,39.9,46.4,2.079107505,81.29129129,25
803,59300,12.2,42.6,64.9,7.70252324,94.52728899,10
804,34116,23.3,38.5,48.2,2.469135802,66.30233239,28
805,35385,28.2,42.2,37,8.809020437,46.52923854,38
806,31835,30.9,38.3,42.8,2.773207991,57.88547117,52
807,40642,23.5,39.8,46.4,5.389797883,58.08640831,64
808,46831,18.4,33.2,39,4.474235159,48.64130068,759
809,25402,43,33.3,28.1,4.305555556,28.74283429,20
810,41651,20.4,41.8,42.5,4.203655352,53.7446487,48
811,32615,24.1,35.8,43.7,8.601712189,68.48199479,77
812,32318,29,37.9,42.8,5.698070375,66.24817518,37
813,40668,22.8,37.6,46.2,3.728510828,80.00626062,49
814,45226,19.4,35.8,46,6.645642202,62.28867429,155
815,47377,19.9,38.4,39.7,4.869631902,49.54106353,80
816,37130,24.6,39.6,46.1,4.002444241,67.96200881,47
817,47024,15.8,38.7,43.1,5.165714506,63.8563798,941
818,37968,21.7,38.4,46.6,7.155147691,79.74804352,78
819,51340,15.1,34,44.6,5.986172971,69.85518375,377
820,47382,17.6,36.6,49.4,4.817078346,79.5422369,203
821,44139,18,38.6,52.3,5.144490314,86.87160212,37
822,32889,29.7,27.4,35,4.279213153,54.36228854,90
823,58818,12.3,35.3,52.2,5.711293942,90.99284056,215
824,26732,41.4,34.6,34.6,4.463336876,36.18293607,22
825,30636,29.4,39.3,42.9,4.979184013,50.40722642,63
826,34522,31.1,33.8,40.6,3.688606085,54.74701246,78
827,35468,27.9,35.4,30,5.131693567,34.29306308,680
828,40877,23.6,34.7,41.9,6.070254725,60.10631127,318
829,51304,16,36.5,52.2,6.549831829,69.24869698,41
830,44469,18.3,42.6,45.3,4.275724276,62.05440484,54
831,40406,19.8,37.4,44.2,4.202589635,64.04462091,279
832,33322,25.3,39.8,44.2,10.40892193,58.68974881,18
833,36666,24.9,38,49.5,3.43803056,62.46330077,46
834,39561,21.2,41.5,51.8,6.366608963,70.46766744,64
835,45615,17.9,33,43,5.677721702,72.21288908,75
836,60751,12.1,37.2,48.7,6.11124004,70.57884838,92
837,35004,24,39.2,42.3,3.087986464,44.56461453,28
838,47477,16.1,38.8,46.7,4.363776791,48.66974596,48
839,47225,20.8,36,44.7,4.727439304,42.05747152,87
840,32683,30.1,36.6,43.1,6.971510409,56.36324495,202
841,46713,18,36.7,49.5,6.463878327,65.83781952,106
842,42075,21.8,37.7,43,6.284065406,59.90531614,118
843,63441,11.2,39.8,54.3,5.430602081,83.73394798,458
844,39927,22.5,412.8,44.4,3.432793045,67.09114961,250
845,27522,32,43,33.8,2.925809822,42.75495606,10
846,49044,20.9,35.2,47.7,5.230870955,71.23077469,234
847,38998,22,41.7,50.1,4.316239316,71.29543336,65
848,45331,18.3,36.7,48.5,5.605176173,81.09964473,113
849,46682,13.9,30,55,7.229203118,76.97804711,85
850,29749,29.1,39.2,46.8,6.368497812,67.52513103,125
851,36003,22.2,40.9,44,6.027155315,63.5620553,110
852,51550,20.5,35.4,47.1,5.538105472,59.75110463,42
853,33959,22.5,39.7,46.6,5.737356566,81.59594901,30
854,53679,24,40.4,36.1,6.799830004,52.90301654,24
855,36644,26.8,41.3,46.9,4.891661195,65.60753955,41
856,46701,15.4,40.6,49,5.235413921,92.46692056,242
857,36066,20.1,46.6,54.1,5.029215359,95.286051,200
858,61436,10.8,41.9,49.4,3.772833827,92.5076629,607
859,41035,15.8,44.9,51.3,3.482221569,97.02980067,69
860,45807,12.9,47.4,54.1,5.103569855,96.6573969,136
861,45556,13.8,44,49.6,4.823685961,96.0061761,308
862,50002,13.9,47.2,51.5,4.550819672,96.69964504,108
863,47905,11.7,49.8,53.5,5.786534285,97.3357536,99
864,40120,16.1,45.7,48.1,4.600845561,96.82694485,154
865,42728,18,41.3,48,4.133114215,95.20063609,355
866,36994,20.3,49.8,52.8,6.290471785,96.57262765,53
867,55630,10.5,45.2,54.2,5.263857504,95.9221475,82
868,39001,17.3,44.9,51.2,4.712136228,96.96182407,139
869,46598,15,45,53.7,4.975063861,96.89809113,93
870,38057,18.5,46.8,51,5.793688177,91.63120127,110
871,55482,11.2,44.1,52.6,5.050755137,96.10180187,451
872,39808,18.5,41.5,44.2,4.613602728,88.59399856,183
873,86654,6.7,38.4,51.7,5.291115354,74.72536378,977
874,67766,9.8,39.1,46.2,5.073719664,63.33377483,1714
875,92446,7.2,40.6,52.7,3.454078056,81.8696318,153
876,49573,16,40.1,50.2,5.404323459,81.0109917,69
877,84500,5.9,42.2,56.7,4.31864301,92.69248226,326
878,62198,10.6,40.1,52.5,4.297102051,88.88289525,207
879,86703,7.2,37.7,50,4.693221178,48.40069654,239
880,42279,17.5,43.8,47.9,5.456570156,66.86543309,84
881,83698,6.5,39.1,54.7,4.557287265,81.43951478,367
882,47441,12.4,44.5,56.5,6.553245117,97.29312716,64
883,79403,8,40.1,54.7,6.156408818,80.04426307,450
884,106871,6.1,38.8,58,5.158672656,60.10226395,346
885,53288,13.8,46.2,47,4.528650647,82.2868042,59
886,97279,7.2,38.5,53.2,5.281994667,55.62676166,1292
887,71904,10.3,35.8,38.5,5.044283329,20.39233168,1302
888,80650,7.5,43.5,57.4,5.627462015,89.60699588,100
889,84686,8.6,36.3,53.9,5.419453329,79.12401701,180
890,38376,25.5,37,32.3,5.312389693,52.74441878,64
891,54836,11.7,49,54,3.328451604,82.23233419,111
892,54606,13.8,40.4,49.4,5.93936457,83.71072553,320
893,51927,16.9,35.5,44.7,5.35618844,68.69403649,221
894,55691,11.9,49.1,50.7,5.625635809,82.55206817,164
895,41895,23.3,34.6,26.6,5.449538255,30.31292272,1419
896,64150,8.9,51.3,53.2,3.521180903,92.77259901,685
897,49890,13,45.8,45.6,4.573604784,91.822907,313
898,53244,14,34.8,50,7.0703125,84.36525612,24
899,55139,15,42,48.3,5.054495913,78.16041594,78
900,37935,32.3,28.3,46.6,6.921416298,94.19527371,243
901,44110,16.8,37.3,49.5,5.69874932,82.86884451,83
902,52548,12,39,63.9,7.705934455,87.96724813,14
903,43379,19.3,34,45,6.108318631,80.49895042,261
904,39377,15.8,37.6,48.8,6.288032454,82.82413741,30
905,29782,38.8,32.3,44.3,4.799131379,94.7913826,35
906,62752,11,40.4,56,5.291214215,93.36394999,74
907,55493,13.5,33,55.5,7.146724418,88.31837381,13
908,59904,10,39.3,57.1,7.013024188,94.25893572,113
909,42753,15.4,48.2,55.4,6.943899568,90.25800712,122
910,60738,11.4,34.1,62.2,5.57582074,91.95178376,12
911,41872,16.4,41.9,58.1,6.038978864,94.07496317,51
912,33291,32.6,29.2,52.3,9.67556704,97.18339391,13
913,26336,31,30.5,40.2,4.962779156,91.16086235,15
914,50818,9.8,33,60.8,12.66766021,96.45565702,11
915,56313,11.6,32,63.7,8.779499824,93.20076092,62
916,51735,14.2,25,56.1,7.221172023,90.51758636,80
917,47340,15.7,35.1,54.3,8.165882856,92.42127395,38
